wav_filename,wav_filesize,transcript
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013020/myst_013020_2014-05-12_13-48-58_LS_2.1/myst_013020_2014-05-12_13-48-58_LS_2.1_028.wav,186684,this probably shows that the sun gives nutrients to the plant to survive
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/988448/myst_988448_2009-11-12_00-00-00_VB_1.1/myst_988448_2009-11-12_00-00-00_VB_1.1_030.wav,52204,it's not a variable
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002103/myst_002103_2014-04-30_11-33-44_LS_4.2/myst_002103_2014-04-30_11-33-44_LS_4.2_007.wav,111328,the fish i see is camouflaging with the
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996408/myst_996408_2009-14-09_00-00-00_VB_1.3/myst_996408_2009-14-09_00-00-00_VB_1.3_002.wav,104748,we've been doing pendulums and graphs
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997273/myst_997273_2009-12-01_00-00-00_ME_3.2/myst_997273_2009-12-01_00-00-00_ME_3.2_029.wav,57772,yes it is
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990084/myst_990084_2008-07-05_00-00-00_MS_3.1/myst_990084_2008-07-05_00-00-00_MS_3.1_074.wav,80012,hundred end
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990502/myst_990502_2010-10-02_00-00-00_WA_3.3/myst_990502_2010-10-02_00-00-00_WA_3.3_004.wav,172780,the water on the surface is exposed to heat which caused evaporation
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013042/myst_013042_2014-02-25_13-09-02_EE_4.2/myst_013042_2014-02-25_13-09-02_EE_4.2_008.wav,103072,um the electricity will stop flow
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005025/myst_005025_2014-02-03_10-18-23_MX_1.3/myst_005025_2014-02-03_10-18-23_MX_1.3_023.wav,353190,i noticed <unk> because of the water the water and the powder is completely separated the water was in and the cup powder was in the <unk>
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007075/myst_007075_2014-02-04_13-14-29_EE_1.1/myst_007075_2014-02-04_13-14-29_EE_1.1_026.wav,335292,it has to be connected to the bottom of a light bulb in the side and touching the battery or else the light bulb will not light up
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996215/myst_996215_2009-15-01_00-00-00_MS_4.1/myst_996215_2009-15-01_00-00-00_MS_4.1_066.wav,84876,um a kilometer
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993766/myst_993766_2011-02-03_00-00-00_VB_3.3/myst_993766_2011-02-03_00-00-00_VB_3.3_019.wav,91276,the other variables stay the same
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996217/myst_996217_2009-15-01_00-00-00_MS_4.1/myst_996217_2009-15-01_00-00-00_MS_4.1_103.wav,197548,well because that is how i usually do it and it's a really accurate answer
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018206/myst_018206_2014-11-03_09-16-28_LS_2.1/myst_018206_2014-11-03_09-16-28_LS_2.1_063.wav,85594,it's very very beautiful
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004027/myst_004027_2013-12-12_10-13-39_EE_2.1/myst_004027_2013-12-12_10-13-39_EE_2.1_011.wav,201940,it's flowing through wires flowing and flowing through lightbulbs and then flowing through the d cell
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-16-05_00-00-00_MS_4.2/myst_990042_2008-16-05_00-00-00_MS_4.2_118.wav,261324,we started with warm water then we added ice cubes mmm hmm yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995005/myst_995005_2008-06-02_00-00-00_ME_2.2/myst_995005_2008-06-02_00-00-00_ME_2.2_144.wav,341580,i worked with two partners and um they were by their self and i didn't have ones but then they have to but then they left so i tried by myself and it started going real fast
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997485/myst_997485_2009-07-12_00-00-00_ME_1.1/myst_997485_2009-07-12_00-00-00_ME_1.1_018.wav,126700,um magnets usually stick to iron or steel and
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990022/myst_990022_2008-15-05_00-00-00_MS_4.1/myst_990022_2008-15-05_00-00-00_MS_4.1_108.wav,10508,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-02-05_00-00-00_MS_2.2/myst_990042_2008-02-05_00-00-00_MS_2.2_148.wav,23660,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007241/myst_007241_2015-04-16_07-56-35_LS_3.3/myst_007241_2015-04-16_07-56-35_LS_3.3_006.wav,187632,it's the lungs working so they can help you and you can be happy
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997495/myst_997495_2010-01-02_00-00-00_ME_3.2/myst_997495_2010-01-02_00-00-00_ME_3.2_005.wav,479852,the electricity is flowing out of the bottom of the d cell and going to the lights then when it once it flows through the lights it comes out of the light and goes to the d cell and it keeps doing that
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005026/myst_005026_2014-02-06_10-12-44_MX_2.2/myst_005026_2014-02-06_10-12-44_MX_2.2_021.wav,37304,bye marnie
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014024/myst_014024_2014-01-28_12-30-32_MX_2.2/myst_014024_2014-01-28_12-30-32_MX_2.2_009.wav,104460,one has ten grams of solute the other has twenty
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990044/myst_990044_2008-09-05_00-00-00_MS_3.3/myst_990044_2008-09-05_00-00-00_MS_3.3_180.wav,469708,there was four groups and each group had one and one of these yeah and we all filled it up to the top and then the teacher
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002271/myst_002271_2015-05-21_08-32-43_LS_4.2/myst_002271_2015-05-21_08-32-43_LS_4.2_007.wav,183314,it has adapted with it's hard shell it has adapted with it's hard shell
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990080/myst_990080_2008-07-05_00-00-00_MS_3.1/myst_990080_2008-07-05_00-00-00_MS_3.1_058.wav,136684,seven no i don't remember because i didn't get to do it
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996712/myst_996712_2011-13-01_00-00-00_MS_1.3/myst_996712_2011-13-01_00-00-00_MS_1.3_017.wav,85836,maybe a foot
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012023/myst_012023_2013-12-20_09-11-09_MX_4.1/myst_012023_2013-12-20_09-11-09_MX_4.1_045.wav,247104,evidence of a chemical reaction because it is turning purple and so there better be a chemical reaction
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990574/myst_990574_2010-14-04_00-00-00_MS_3.2/myst_990574_2010-14-04_00-00-00_MS_3.2_004.wav,97260,i used a graduated cylinder to um
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008051/myst_008051_2014-04-04_10-32-50_EE_1.1/myst_008051_2014-04-04_10-32-50_EE_1.1_005.wav,232906,are the wires could connect through the light i mean so a light bulb and a shine with the battery
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007256/myst_007256_2014-10-16_08-10-52_MX_2.2/myst_007256_2014-10-16_08-10-52_MX_2.2_010.wav,223630,one has ten grams of solution and the other has twelve twenty grams of solution
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007233/myst_007233_2014-11-21_11-06-03_MX_4.1/myst_007233_2014-11-21_11-06-03_MX_4.1_034.wav,330116,there was more water and then there was temperature changed with so may they cross but where there's more moisture on the outside of the glass
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013011/myst_013011_2013-11-14_13-52-10_EE_1.1/myst_013011_2013-11-14_13-52-10_EE_1.1_025.wav,299408,well it's coming out the negative side and going into the positive side and it's flowing really fast
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002109/myst_002109_2014-03-21_08-05-47_LS_2.3/myst_002109_2014-03-21_08-05-47_LS_2.3_023.wav,195498,the plant has five sections that make up one section
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990031/myst_990031_2008-19-05_00-00-00_MS_4.2/myst_990031_2008-19-05_00-00-00_MS_4.2_142.wav,225388,the human body well half of your body maybe is like made up of water
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995304/myst_995304_2009-02-04_00-00-00_ME_4.1/myst_995304_2009-02-04_00-00-00_ME_4.1_004.wav,395660,um when you hook them up like this and you touch the the little s the little metal stick to the washers then they'll stick like it's a magnet
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996277/myst_996277_2008-11-12_00-00-00_MS_2.2/myst_996277_2008-11-12_00-00-00_MS_2.2_150.wav,351628,um when y if if if everybody lost their notebooks and the green notebooks you have to remember your numbers in your head
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013063/myst_013063_2013-11-15_13-51-06_EE_1.1/myst_013063_2013-11-15_13-51-06_EE_1.1_017.wav,116382,well it is
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990380/myst_990380_2009-13-04_00-00-00_ME_1.3/myst_990380_2009-13-04_00-00-00_ME_1.3_005.wav,377068,what happened was um i added washers to the cup and then um nineteen broke the force of the magnets
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-09-05_00-00-00_MS_3.3/myst_990042_2008-09-05_00-00-00_MS_3.3_164.wav,18348,ten
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997673/myst_997673_2011-24-01_00-00-00_ME_2.2/myst_997673_2011-24-01_00-00-00_ME_2.2_016.wav,131628,it's touching m the metal
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/020221/myst_020221_2015-03-20_08-32-57_SMP_3.1/myst_020221_2015-03-20_08-32-57_SMP_3.1_004.wav,374684,it has to do with the sun being the center of the universe and how the planets revolve around the sun and not earth
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990037/myst_990037_2008-24-04_00-00-00_MS_1.3/myst_990037_2008-24-04_00-00-00_MS_1.3_030.wav,20908,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996712/myst_996712_2011-20-01_00-00-00_MS_2.3/myst_996712_2011-20-01_00-00-00_MS_2.3_019.wav,278156,it can hold thirteen grams of water and it's
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002126/myst_002126_2014-04-04_12-56-51_LS_3.1/myst_002126_2014-04-04_12-56-51_LS_3.1_022.wav,228222,the water evaporated and and it turned to the air and it turned back okay
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018210/myst_018210_2015-03-12_09-03-01_LS_1.1/myst_018210_2015-03-12_09-03-01_LS_1.1_006.wav,318888,car is a system to get around suitcase is a system to get around t v is a system to watch stuff on earth is a system to live on
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002004/myst_002004_2014-04-30_11-07-13_LS_4.2/myst_002004_2014-04-30_11-07-13_LS_4.2_016.wav,252840,i think number one the wings because they make it look bigger
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004015/myst_004015_2013-11-19_09-54-21_EE_1.2/myst_004015_2013-11-19_09-54-21_EE_1.2_002.wav,110548,we have been learning about circuits and the flow of energy
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990507/myst_990507_2010-03-02_00-00-00_WA_2.2/myst_990507_2010-03-02_00-00-00_WA_2.2_011.wav,465580,objects in the bottom of the cup are more dense than water so they sink this is because they have no air space and displace m more water than they weigh
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996219/myst_996219_2008-20-11_00-00-00_MS_1.3/myst_996219_2008-20-11_00-00-00_MS_1.3_090.wav,56236,yeah yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012023/myst_012023_2013-12-17_13-00-19_MX_3.1/myst_012023_2013-12-17_13-00-19_MX_3.1_011.wav,216736,i noticed that after three scoops of epsom salt it is saturated the um
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005011/myst_005011_2014-01-27_10-18-51_MX_1.1/myst_005011_2014-01-27_10-18-51_MX_1.1_010.wav,36934,mixture
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004011/myst_004011_2014-01-24_09-40-45_EE_3.2/myst_004011_2014-01-24_09-40-45_EE_3.2_004.wav,75454,they would repel
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/022205/myst_022205_2014-12-17_11-53-29_LS_4.1/myst_022205_2014-12-17_11-53-29_LS_4.1_008.wav,89656,the rattle snakes rattle
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008045/myst_008045_2014-04-10_08-31-30_EE_2.1/myst_008045_2014-04-10_08-31-30_EE_2.1_017.wav,250840,in a series circuit pathways they can be as many as two up to is as many as million
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996408/myst_996408_2009-02-09_00-00-00_VB_1.1/myst_996408_2009-02-09_00-00-00_VB_1.1_007.wav,278604,yeah it does make one one one back and forth a cycle
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/022212/myst_022212_2015-01-15_10-44-46_LS_1.3/myst_022212_2015-01-15_10-44-46_LS_1.3_034.wav,281982,the fox is a uhm the fox is a omnivore
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997281/myst_997281_2008-11-12_00-00-00_ME_2.3/myst_997281_2008-11-12_00-00-00_ME_2.3_038.wav,412332,well since it's if you flip the battery around like you told me to do it will go the opposite direction that it does when it's the from negative to positive
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2013-12-05_13-55-07_EE_1.4/myst_013021_2013-12-05_13-55-07_EE_1.4_012.wav,164586,it gives off energy
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014035/myst_014035_2013-12-18_12-38-54_MX_1.1/myst_014035_2013-12-18_12-38-54_MX_1.1_018.wav,97608,the filter stopped the sand from
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014018/myst_014018_2014-02-07_12-30-07_MX_4.1/myst_014018_2014-02-07_12-30-07_MX_4.1_033.wav,266626,uh there was a reaction that was like the water the stuff turned purple and it was really really cool and i like
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993203/myst_993203_2008-08-10_00-00-00_VB_2.2/myst_993203_2008-08-10_00-00-00_VB_2.2_138.wav,197932,it'll help you uh see that what the conclu our conclusion is
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007252/myst_007252_2015-04-16_07-56-45_LS_3.2/myst_007252_2015-04-16_07-56-45_LS_3.2_018.wav,37044,your mom
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018211/myst_018211_2014-11-04_10-08-20_LS_2.1/myst_018211_2014-11-04_10-08-20_LS_2.1_016.wav,438322,plants need water to survive because they need it for the process of photosynthesis
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/022214/myst_022214_2014-11-14_11-11-22_LS_1.1/myst_022214_2014-11-14_11-11-22_LS_1.1_014.wav,82884,you can see parts of the body
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996417/myst_996417_2009-01-10_00-00-00_VB_3.4/myst_996417_2009-01-10_00-00-00_VB_3.4_005.wav,30124,hello
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/998654/myst_998654_2010-21-09_00-00-00_MS_1.3/myst_998654_2010-21-09_00-00-00_MS_1.3_031.wav,96684,you use the smallest you know i'm not sure what it's called
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990069/myst_990069_2008-05-05_00-00-00_MS_2.3/myst_990069_2008-05-05_00-00-00_MS_2.3_112.wav,68684,that is
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002303/myst_002303_2015-05-21_09-01-55_LS_4.2/myst_002303_2015-05-21_09-01-55_LS_4.2_009.wav,118340,blending in camouflage
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014015/myst_014015_2014-01-13_13-59-27_MX_2.2/myst_014015_2014-01-13_13-59-27_MX_2.2_006.wav,93316,we are seeing which one is heavier
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007252/myst_007252_2014-10-07_08-08-12_MX_2.1/myst_007252_2014-10-07_08-08-12_MX_2.1_026.wav,63316,we could add less water
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996438/myst_996438_2009-08-10_00-00-00_VB_4.3/myst_996438_2009-08-10_00-00-00_VB_4.3_003.wav,401772,the flipper is is um you get a stick and put it in the thing and then there's a rubber cork and you flip it
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013015/myst_013015_2013-11-14_14-14-13_EE_1.1/myst_013015_2013-11-14_14-14-13_EE_1.1_002.wav,56920,electricity
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990362/myst_990362_2009-10-04_00-00-00_MS_3.3/myst_990362_2009-10-04_00-00-00_MS_3.3_001.wav,381420,test that by filling each of them with water and then measuring the height and width in centimeters or milli in centimeters or millimeters
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007094/myst_007094_2014-04-02_13-04-06_EE_2.2/myst_007094_2014-04-02_13-04-06_EE_2.2_004.wav,141770,serious circuits and some other
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013042/myst_013042_2014-02-25_13-09-02_EE_4.2/myst_013042_2014-02-25_13-09-02_EE_4.2_022.wav,102406,stronger obviously
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018214/myst_018214_2014-11-06_09-25-59_LS_3.1/myst_018214_2014-11-06_09-25-59_LS_3.1_003.wav,74932,it's a leaf
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014032/myst_014032_2014-01-17_12-54-16_MX_2.4/myst_014032_2014-01-17_12-54-16_MX_2.4_010.wav,284472,i don't know well you're here well actually the penny is is more dense than the cork which makes the cork float so the penny sinks
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990504/myst_990504_2010-18-02_00-00-00_WA_4.2/myst_990504_2010-18-02_00-00-00_WA_4.2_014.wav,20492,yes
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990574/myst_990574_2010-14-04_00-00-00_MS_3.2/myst_990574_2010-14-04_00-00-00_MS_3.2_022.wav,89932,i have no idea
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/017091/myst_017091_2014-05-22_13-49-43_EE_4.2/myst_017091_2014-05-22_13-49-43_EE_4.2_029.wav,39044,summer
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990037/myst_990037_2008-15-05_00-00-00_MS_4.2/myst_990037_2008-15-05_00-00-00_MS_4.2_226.wav,97388,um it got colder mmm hmm
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007246/myst_007246_2015-04-17_13-16-47_LS_3.3/myst_007246_2015-04-17_13-16-47_LS_3.3_003.wav,184342,i think it's about the digestive not the digestive system the respiratory system
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007087/myst_007087_2014-02-26_11-38-01_EE_1.3/myst_007087_2014-02-26_11-38-01_EE_1.3_016.wav,384646,conductors are um a part that could actually make the motors run or not run okay you get in that mornie
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996718/myst_996718_2011-25-01_00-00-00_MS_3.2/myst_996718_2011-25-01_00-00-00_MS_3.2_002.wav,81036,um pardon
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/022201/myst_022201_2014-12-16_11-51-01_LS_2.3/myst_022201_2014-12-16_11-51-01_LS_2.3_022.wav,434608,that is where you chew your food to help it go down your go down to your esophagus and into your stomach and then into your intestines that you can get it back out
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996271/myst_996271_2008-20-11_00-00-00_MS_1.3/myst_996271_2008-20-11_00-00-00_MS_1.3_151.wav,108108,oh yeah oh yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996436/myst_996436_2009-17-09_00-00-00_VB_2.1/myst_996436_2009-17-09_00-00-00_VB_2.1_015.wav,197164,if the water's too rough the boat could tip over but if it's calm it'll be easier to put the pennies and it'll stay up
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013059/myst_013059_2013-12-11_12-27-35_EE_2.1/myst_013059_2013-12-11_12-27-35_EE_2.1_009.wav,100096,wires
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004030/myst_004030_2014-02-10_14-12-12_EE_4.1/myst_004030_2014-02-10_14-12-12_EE_4.1_001.wav,30044,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996718/myst_996718_2011-11-01_00-00-00_MS_1.1/myst_996718_2011-11-01_00-00-00_MS_1.1_006.wav,80428,yes i do get that
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990337/myst_990337_2009-22-04_00-00-00_MS_4.2/myst_990337_2009-22-04_00-00-00_MS_4.2_032.wav,168300,it is telling us how long the person has been waiting for this
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997282/myst_997282_2008-08-12_00-00-00_ME_2.2/myst_997282_2008-08-12_00-00-00_ME_2.2_025.wav,15052,no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/020221/myst_020221_2015-03-17_13-31-00_SMP_1.3/myst_020221_2015-03-17_13-31-00_SMP_1.3_019.wav,102210,i can say that the sun sets in the west
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013059/myst_013059_2014-02-25_10-31-57_EE_4.2/myst_013059_2014-02-25_10-31-57_EE_4.2_019.wav,51046,the more
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007096/myst_007096_2014-02-24_11-56-36_EE_1.3/myst_007096_2014-02-24_11-56-36_EE_1.3_016.wav,329542,the motor does not spin because um sponge is not metal so it can't create spark of energy or electricity
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005012/myst_005012_2014-02-03_09-40-50_MX_1.3/myst_005012_2014-02-03_09-40-50_MX_1.3_029.wav,140298,bye talking talking
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002269/myst_002269_2015-04-30_13-31-20_LS_4.2/myst_002269_2015-04-30_13-31-20_LS_4.2_016.wav,244830,it reflexes or whatever it's something like a reflex
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995526/myst_995526_2010-23-02_00-00-00_ME_1.2/myst_995526_2010-23-02_00-00-00_ME_1.2_027.wav,337740,the paper clip just falls to the ground cause the mag there's no more magnetism in the nail
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007206/myst_007206_2014-09-29_14-05-09_MX_1.2/myst_007206_2014-09-29_14-05-09_MX_1.2_035.wav,270296,it is evaporating and then some of they it will back get and evaporate
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012021/myst_012021_2014-02-18_10-07-10_SRL_1.3/myst_012021_2014-02-18_10-07-10_SRL_1.3_011.wav,299984,um it's a statue made of limestone i have no idea how the heck that relates it's a statue not chemical weathering
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997278/myst_997278_2008-18-12_00-00-00_ME_3.1/myst_997278_2008-18-12_00-00-00_ME_3.1_023.wav,243212,h have to be touching or else the or else the lightbulbs will not light up
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012011/myst_012011_2014-02-18_11-00-48_SRL_1.2/myst_012011_2014-02-18_11-00-48_SRL_1.2_017.wav,132776,there are different parts of materials scattered around the river
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012032/myst_012032_2014-03-10_12-41-19_SRL_2.1/myst_012032_2014-03-10_12-41-19_SRL_2.1_008.wav,427272,erosion is eroding and making deposition and then once there's deposition that means that it eroded into the deposition to place
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997279/myst_997279_2009-15-01_00-00-00_ME_4.1/myst_997279_2009-15-01_00-00-00_ME_4.1_005.wav,31948,yes
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004028/myst_004028_2014-02-03_09-33-45_EE_3.4/myst_004028_2014-02-03_09-33-45_EE_3.4_017.wav,69760,okay i finished
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990335/myst_990335_2009-20-04_00-00-00_MS_4.1/myst_990335_2009-20-04_00-00-00_MS_4.1_005.wav,91628,i've been looking on the newspaper
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004017/myst_004017_2014-02-11_08-41-48_EE_4.1/myst_004017_2014-02-11_08-41-48_EE_4.1_013.wav,65594,it's radiating energy
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996290/myst_996290_2008-10-12_00-00-00_MS_1.1/myst_996290_2008-10-12_00-00-00_MS_1.1_030.wav,193100,because it's not a not all straws are the same height
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004033/myst_004033_2013-12-02_10-06-54_EE_1.3/myst_004033_2013-12-02_10-06-54_EE_1.3_001.wav,25044,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/986608/myst_986608_2010-20-04_00-00-00_WA_4.1/myst_986608_2010-20-04_00-00-00_WA_4.1_029.wav,388812,it just dropped down and it went on the other cup because it went through the things and yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018214/myst_018214_2015-03-27_09-18-37_MX_1.1/myst_018214_2015-03-27_09-18-37_MX_1.1_008.wav,58806,what
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995741/myst_995741_2011-16-02_00-00-00_ME_2.2/myst_995741_2011-16-02_00-00-00_ME_2.2_001.wav,374508,it's going good we're learning about motors and like and like how to attach it how to attach like how to make circuits in different ways
